gene	leverage
TMEM234	-0.5085
BTNL9	-0.5009
C16orf92	-0.5146
ABCB4	-0.5895
KIAA0513	-0.8764
ALAD	-0.9931
EFHD2	-0.9773
NOC3L	-0.5265
NOP16	-0.9615
RPL3L	-0.655
NEURL1	-0.6671
LIPF	-0.6433
FBXO8	-0.918
MTUS1	-0.877
FBXO46	-0.9769
FBXO48	-0.993
FBXL17	-0.7139
FBXO42	-0.993
SEPT4	-0.6164
DKFZP566E044	-0.9407
DKFZP586L2318	-0.9007
DKFZP762F247	-0.8509
HFZO1	-0.8509
HFZO2	-0.8509
AGL	-0.5203
ARL6	-0.2036
VMA21	-0.1546
EHD3	-0.4617
TMEM248	-0.3777
CERT1	-0.2968
TMEM258	-0.6169
SUCLA2	-0.2477
C19orf18	-0.8396
MCEMP1	-0.7043
COL4A3BP	-0.5749
GOLPH3	-0.6371
ZNF391	-0.733
MTRNR2L1	-0.9898
CLTRN	-0.6986
ERO1A	-0.2783
PODN	-0.6038
REN	-0.4768
CST7	-0.6997
SIRT4	-0.833
NEURL1B	-0.9444
ADAMTSL2	-0.9557
COLQ	-0.6239
MFAP4	-0.5415
CLN5	-0.2362
MYORG	-0.974
DEFA5	-0.2379
CXORF56	-0.7089
SNRP116	-0.7076
U5-116KD	-0.6685
WDR87	-0.7068
SEPSECS	-0.3186
COA6	-0.9011
PRR32	-0.881
B4DR76	-0.9567
HDC	-0.9852
CNO	-0.5015
MUTED	-0.6642
BLOC1S4	-0.5621
MST096	-0.1884
TMC5	-0.931
SORCS1	-0.9329
ZP3	0.0589
LECT1	-0.9701
ZP4	-0.1781
ANGPTL8	-0.5524
PROZ	-0.5815
DSCAML1	-0.6464
B7Z3H9	-0.2925
S100A3	-0.6146
TMOD2	-0.9624
PHLDB3	-0.9638
SEPT11	-0.6905
PIWIL3	-0.0691
ZNF280C	-0.8634
HIST1H3C	-0.9135
Q59FI9	-0.9759
MAU2	-0.8175
RBM18	-0.6469
ZNF501	-0.9894
MG44	-0.9839
CHAMP1	-0.9666
SENP7	-0.9839
Q59GP6	-0.8087
MKI67IP	-0.9048
HIST1H3E	-0.8728
B4DUR3	-0.9542
RAD51L1	-0.1455
TSPAN6	-0.8354
RPLP0P6	-0.976
ZDHHC1	-0.7842
C17ORF67	-0.9238
DPYD	-0.9012
STARD3	-0.5731
SLC25A18	-0.9036
AKIRIN1	-0.9722
ISX	-0.8876
C3orf56	-0.9756
MESDC1	-0.9833
CKLF	-0.9833
DRAXIN	-0.7853
PCP2	-0.9669
PHF24	-0.8512
ATP12A	-0.5601
RGS6	-0.6882
LARP4B	-0.7967
RAD51AP2	-0.9853
UGDH	-0.3475
PCSK1N	-0.8801
DKFZP434J1672	-0.9853
PARPBP	-0.9853
SWI5	-0.8801
ATMIN	-0.9555
CASC1	-0.9776
PWWP2B	-0.9761
C20orf202	-0.7556
B4DZP6	-0.9105
SLC35A2	-0.7116
OGDH	-0.3836
DHRS1	-0.5641
FAM113A	-0.9869
CPSF3L	-0.9412
C4orf42	-0.9869
IHPK2	-0.9869
B3KX51	-0.9824
Q0VAR9	-0.9869
Q8NBD6	-0.9824
PP2135	-0.9869
C4ORF42	-0.9815
PCED1A	-0.9627
KRTCAP2	-0.8268
OSBPL6	-0.8182
CFD	-0.6107
CFHR2	-0.8074
CR1L	-0.6026
DF	-0.9737
MASP2	-0.1633
TRIT1	-0.3715
DCAF15	-0.4844
DKFZP434M052	-0.724
SMCO1	-0.7122
MOG	-0.9298
PASK	-0.8939
SLC25A21	-0.9694
SLC5A5	-0.6911
TAFA5	-0.995
TPO	-0.5748
VGF	-0.9519
C15ORF48	-0.9441
NMES1	-0.4843
DENND4C	-0.5538
CCZ1B	-0.8094
DENND1B	-0.8596
DENND1C	-0.8478
DENND3	-0.7408
DENND4B	-0.8827
DENND5B	-0.845
RAB12	-0.6181
RAB31	-0.6266
TRAPPC11	-0.3945
TRAPPC13	-0.4791
TRAPPC8	-0.5072
TBC1D8B	-0.9889
TBC1D9B	-0.6164
MICALCL	-0.9327
RILPL2	-0.6984
SMCR8	-0.4451
TBC1D30	-0.8718
WDR41	-0.6189
TBC1D20	-0.7999
TBC1D3C	-0.9219
TM9SF4	-0.989
TMEM231	-0.694
VPS53	-0.1172
VPS54	-0.1621
SGSM1	-0.6473
STX10	-0.4373
DKFZP434H018	-0.9076
TBC1D14	-0.8968
YIPF5	-0.5945
KANSL1L	-0.6931
ZNF711	-0.895
RAB15	-0.8268
CCBL2	-0.9429
LARP1B	-0.7005
B4DW13	-0.9429
KLHL10	-0.6411
OLFM2	-0.5164
DHX29	-0.3053
Q53HS2	-0.9167
SYTL5	-0.6112
DMXL2	-0.9261
MLPH	-0.7035
SYT7	-0.7979
SNPH	-0.9122
SLC6A1	-0.9857
RMDN2	-0.5257
CLEC1A	-0.59
VSTM4	-0.8849
GOLM2	-0.3395
TMEM120A	-0.4302
AARD	-0.7359
TMEM199	-0.5347
DKFZP686N0561	-0.5245
DKFZP781J1951	-0.5245
HCCS1	-0.6657
HEL-S-290	-0.4538
LGI3	-0.7089
SYT8	-0.9252
BMERB1	-0.9244
SLC22A7	-0.9565
NXPH1	-0.9692
NXPH2	-0.9692
SYT13	-0.9692
CBLN1	-0.1128
CBLN2	-0.4146
CLSTN2	-0.9434
SYT10	-0.6743
SYT12	-0.882
SEMA3F	-0.3476
F8WEI5	-0.9852
SEMA3D	-0.703
SEMA3E	-0.4575
SEMA3G	-0.5362
TMEM22	-0.5682
DKFZP686A03134	-0.197
DKFZP781F1414	-0.197
SRPX	-0.6355
NPM2	-0.646
NPM3	-0.6439
GGNBP2	-0.9227
KIAA1109	-0.7726
BEST1	-0.5536
C1orf21	-0.9826
ERICH4	-0.9578
ZUFSP	-0.6667
DBNDD2	-0.9907
ZNF80	-0.7792
CELA2B	-0.6573
Q5T3P6	-0.9907
LMF2	-0.9645
AGRP	-0.5126
WDR45	-0.8349
C9JL77	-0.8839
CMSS1	-0.8786
SELENOT	-0.5369
SLC35B2	-0.4913
SLC2A13	-0.8107
GPR26	-0.9636
PIGM	-0.3175
CDKN2AIP	-0.9667
GKN1	-0.7225
PRND	-0.91
TMEM207	-0.7198
BMT2	-0.2069
C12ORF66	-0.2069
CASTOR1	-0.1249
CASTOR2	-0.2069
ITFG2	-0.1927
MIOS	-0.1748
WDR24	-0.1511
ADH7	0.1371
UBP1	-0.7747
A8K673	-0.9649
GPR22	-0.8675
DPAGT1	-0.8065
MDH1	-0.5331
UPP1	-0.9583
BFSP1	-0.8258
UPP2	-0.9639
LOR	-0.0956
B1AHD6	-0.9922
B4DDV3	-0.8853
LORICRIN	-0.9922
Q5VU21	-0.9531
ANKRD35	-0.9922
MSI1	-0.664
ZSCAN18	-0.3165
LCA5	-0.6093
PEX26T35INSC	-0.9875
OK/KNS-CL.4	-0.9875
ZNF747	-0.7715
Q9H686	-0.5095
LMBR1L	-0.6566
LRRTM1	-0.5385
Q5JTR5	-0.5137
ZNF434	-0.6283
ZSCAN16	-0.5162
ZKSCAN4	-0.167
ZSCAN12	-0.3583
ZNF396	-0.5167
ZNF18	-0.6159
NRF	-0.9196
RNASEH2B	-0.3748
YTHDF2	-0.7053
SPACA9	-0.8044
C21orf58	-0.8062
PRR19	-0.9096
ZNF202	-0.4755
Q5T627	-0.9272
ATG2B	-0.7494
C21orf7	-0.6491
CCDC99	-0.9547
ITFG1	-0.7574
C3ORF62	-0.8057
TBC1D2B	-0.8947
NAA50	-0.5705
SOGA1	-0.6812
MYO6-008	-0.606
LIPT1	-0.1203
OTUD1	-0.9167
PRELID1	-0.7406
SLITRK2	-0.8743
MEDAG	-0.7917
PRPF39	-0.9684
ATP2C2	-0.5333
PB1	-0.9545
HMGN5	-0.9694
QTRT2	-0.7778
BBOX1	-0.8
FAM127B	-0.9251
DKFZP564B147	-0.9251
DKFZP761G0818	-0.8381
ATP6V1G2-DDX39B	-0.9411
VATD	-0.8194
GID8	-0.3295
MKLN1	-0.5737
CFAP58	-0.7708
Q6ZRC8	-0.6334
ADAT2	-0.6264
TAFA1	-0.9412
OTC	-0.0896
CRYBA4	-0.6559
NANS	-0.875
NMRAL1	-0.799
TIMM23	-0.1126
SFT2D2	-0.2719
TIMM21	-0.1845
TIMM17B	-0.1167
DNAJC19	-0.2667
GRPEL2	-0.2514
C17orf75	-0.6909
WHSC2	-0.8667
TBC1D10C	-0.8283
INMT	-0.9574
RUNDC3B	-0.8463
DKFZP761H087	-0.847
DKFZP586J0119	-0.913
RASGEF1C	-0.9583
SEZ6	-0.6676
ARSL	-0.1329
NEF3	-0.9577
C1QL3	-0.9701
COL24A1	-0.3763
COL27A1	-0.3705
COL21A1	-0.867
COL22A1	-0.867
COL28A1	-0.867
ADAM20	-0.1724
ADAM30	-0.1724
ZP1	-0.1724
BEST2	-0.4306
HERPUD2	-0.2542
SPOCK1	-0.8896
SPOCK3	-0.638
RASSF6	-0.8285
HIST1H2AK	-0.968
B7Z6C2	-0.9539
AKR7A3	-0.7514
OCM2	-0.6779
PNMT	-0.8763
FABP2	-0.6332
ANXA8	-0.7606
AKR1A1	-0.9638
CRYGS	-0.9313
TALDO1	-0.389
CRYBB1	-0.6054
MT1X	-0.1651
GAGE5	-0.5999
ANXA8L1	-0.7606
NXNL1	-0.9536
FAM122A	-0.9892
SCLY	-0.9578
OGFR	-0.981
ARPP21	-0.981
H2AC13	-0.9892
H2AC15	-0.9892
H2AC16	-0.9892
H2AC17	-0.9892
TMCO6	-0.8807
FAM127A	-0.9917
SEZ6L	-0.9494
SLC16A3	-0.7266
C1QTNF4	-0.9334
SMIM19	-0.8907
DEXI	-0.7358
FAM163B	-0.9917
IRF1-AS1	-0.9725
DEFB115	-0.9851
APOC4-APOC2	-0.1475
OST4	-0.6154
GPR162	-0.9851
PRB1	-0.6663
MICOS10-NBL1	-0.5453
SMR3B	-0.9278
GYPB	-0.7819
DEFA6	-0.4285
SLC29A2	-0.3954
COMTD1	-0.9803
COLGALT2	-0.9351
Q96FB2	-0.9917
PIK3IP1	-0.5993
SMIM2	-0.9851
MANBAL	-0.1221
SPINDOC	-0.9825
C5orf24	-0.9888
B4DZT3	-0.9888
H3BT91	-0.5935
MX2	-0.9573
SLC10A4	-0.7366
F13B	-0.585
MATN1	-0.6001
MYCL1	-0.923
ACAD11	-0.8893
GSTA2	-0.2717
GSTA3	-0.3644
GSTA4	-0.1958
GSTA5	-0.333
GSTT1	-0.4597
GSTT2	-0.4597
TXNRD3	-0.9829
S100A7L2	-0.3921
PDPR	-0.4276
RAB24	-0.5255
MT1G	-0.124
CECR5	-0.9615
SLC37A1	-0.9615
JMJD7-PLA2G4B	-0.9615
MT1F	-0.2142
MPDU1	-0.2598
FYTTD1	-0.5778
C17orf65	-0.9615
Q308M6	-0.8811
Q53G83	-0.8473
DNAAF2	-0.7492
PPA2	-0.9286
TOMM22	-0.1287
ABCD2	-0.3223
ALPG	-0.7706
SLC7A9	-0.5381
IL18BP	-0.5719
EEF1AKMT4-ECE2	-0.8836
GOLGA7	-0.3272
Q3YBA8	-0.974
SPATS1	-0.789
RAB4B-EGLN2	-0.7374
RNF39	-0.7721
RAD51L3	-0.5565
NEK4	-0.7868
ORM2	-0.6709
SCRN1	-0.5835
MAP9	-0.9102
SLAIN2	-0.9288
CAB39L	-0.5653
FAM167A	-0.8775
BCAT2	-0.5891
GMPPB	-0.4109
PRAMEF17	-0.9864
TFB1M	-0.6496
PMS1	-0.9017
RSPH3	-0.721
RADX	-0.8629
C9orf152	-0.9617
TSGA13	-0.9815
DKFZP686J1569	-0.9006
PMS2L15	-0.9815
PMS2P1	-0.9815
PMS2P11	-0.9815
PMS2P2	-0.9815
PMS2P3	-0.9815
PMS2P5	-0.9815
PMS4	-0.9815
PMS5	-0.9815
PMS6	-0.9815
PMS7	-0.9815
PMS8	-0.9815
AMY1A	-0.231
ANXA4	-0.5769
CYRIB	-0.9858
C9orf16	-0.7892
DKFZP686N1815	-0.9917
NIPSNAP2	-0.7164
PRIMPOL	-0.7842
DNAJC9	-0.6903
HELQ	-0.832
RNASEH1	-0.6492
SLFN11	-0.9904
IARS2	-0.7249
ASTE1	-0.9474
GZMK	-0.5145
GLMP	-0.9686
MTHFR	-0.5355
SLC16A1	-0.9398
ELMOD2	-0.9091
SAMM50	-0.3054
APE1	-0.7926
H1FOO	-0.8566
AK4	-0.8876
SLC7A8	-0.1246
SEL1L3	-0.969
KIAA1543	-0.9796
C14orf147	-0.9796
SPTSSA	-0.3353
NAT6	-0.98
SLC25A38	-0.8134
Q86U62	-0.98
BCL7C	-0.788
GPR1	-0.6135
DPYS	-0.7144
ADAM11	-0.3896
Q5QP88	-0.8193
HYLS1	-0.9148
DPH1	-0.5333
DNAJC10	-0.5183
CEMIP	-0.9519
SEC63	-0.6489
MON1B	-0.7747
HVPS41	-0.8638
ADI1	-0.9505
TBCEL	-0.7984
ABHD6	-0.6939
SLF1	-0.6696
SPINK7	-0.0573
CHCHD4	-0.1702
COA1	-0.8908
UBLCP1	-0.7455
IFRD2	-0.8998
Q16221	-0.9766
Q59FP4	-0.8795
GTF2IRD2	-0.8972
Q96P23	-0.9937
STEAP1	-0.9937
PAPSS2	-0.8244
B1B0M1	-0.9
FAM45B	-0.5091
DENND10P1	-0.6234
DENND10	-0.6234
C9orf9	-0.8956
Q59G26	-0.8289
Q59H13	-0.9224
AAR2	-0.7302
Q7Z511	-0.9655
SSFA2	-0.9733
F5H2Q5	-0.9733
Q96FS5	-0.1557
TRD	-0.4378
DKFZP686G1646	-0.9846
DKFZP686G1650	-0.5289
TSNAX-DISC1	-0.5289
CCDC174	-0.8971
HHIPL2	-0.931
NCAM2	-0.9499
LSAMP	-0.8612
DPP6	-0.9759
AKAP4	-0.0188
C2orf88	-0.9573
SLC35A3	-0.6983
RAB43	-0.3453
RHBG	-0.8554
ASPG	-0.6078
INKA1	-0.8534
AMD1	-0.9228
NOL8	-0.8882
CCDC96	-0.9723
HEL-S-108	-0.9743
TEF	-0.7144
SCARA5	-0.5824
KMT5B	-0.9366
TMIE	-0.4293
SMCO3	-0.9544
C1orf105	-0.8565
UPI0001597088	-0.8931
DCLK2	-0.9405
MPZL2	-0.9033
ATRN	-0.9491
GGH	-0.929
ZDHHC2	-0.827
FAM200A	-0.7657
GBP6	-0.8705
CIB4	-0.7843
MMADHC	-0.4512
KRTAP10-10	-0.6566
SRBD1	-0.9892
C10orf119	-0.9821
TXNDC2	-0.9821
ZNF323	-0.9821
TWEAK	-0.9821
Q5JQZ4	-0.7197
TEDC1	-0.7976
ZSCAN31	-0.9821
ARHGEF38	-0.9844
C9orf57	-0.9733
IGFL2	-0.6149
E9PGM5	-0.8462
SNX13	-0.7503
MYCLP1	-0.8437
CHRAC1	-0.926
KLHL6	-0.7414
RBMS1	-0.9383
CDCA7	-0.9811
TTC4	-0.0598
TRIML1	-0.9068
YRDC	-0.4643
PROCA1	-0.9636
RUFY4	-0.919
ZNF121	-0.8519
NTMT1	-0.7819
CRLS1	-0.9705
C8ORF34	-0.981
GALK1	-0.4035
LBH	-0.8913
C2orf15	-0.9167
PAX4	-0.5404
BDH2	-0.9831
POU6F1	-0.8842
KIF6	-0.984
SLC22A6	-0.984
MFSD3	-0.5649
RILPL1	-0.634
PNPLA5	-0.984
MSLN	-0.7172
HGFAC	-0.5534
AADAC	-0.984
ARMCX5	-0.984
SLC7A10	-0.8291
KHK	-0.8095
ALDH1L1	-0.3175
MGAT4B	-0.9406
GPRC5C	-0.8523
GCSAM	-0.9367
TNP2	-0.8604
CLCN1	-0.8212
C6orf226	-0.984
SYNRG	-0.5996
PCTK1	-0.1844
FAM92A	-0.9353
PI4KAP2	-0.984
CCDC85C	-0.984
ST8SIA5	-0.984
DCD	-0.9217
CTC1	-0.6004
C1ORF50	-0.5839
SLC25A23	-0.562
Q9H669	-0.984
RGPD8	-0.9853
H7C554	-0.9873
C3orf34	-0.7857
TMPRSS11A	-0.9535
B3KSN7	-0.9935
B3KTA1	-0.9935
B4DHJ7	-0.9543
B4DHR3	-0.9935
B4DJP2	-0.9935
C9JMK7	-0.9935
F5H4T9	-0.9935
F8W6G7	-0.9935
H0Y396	-0.9682
H7BZL9	-0.9221
PLPP1	-0.2317
MFSD11	-0.5816
TMEM63A	-0.9935
CELA3A	-0.9795
CRISP2	-0.9935
CES1	-0.6959
PTDSS1	-0.9935
FAM3A	-0.5628
TIMM23B	-0.9935
SLC49A3	-0.9834
LPCAT2	-0.8216
NIPA1	-0.8348
DRAM1	-0.3346
KLHL30-AS1	-0.9935
SLC22A17	-0.9657
SCAMP4	-0.6248
HVCN1	-0.9935
PGAP3	-0.9935
C16ORF58	-0.9935
PEX11G	-0.6072
SLC29A1	-0.8685
TMEM109	-0.566
ZDHHC11	-0.9848
CYP4F12	-0.8857
AGPAT3	-0.5146
ORMDL1	-0.1546
CACFD1	-0.4533
DCSTAMP	-0.9935
ACYP2	-0.7647
HMP19	-0.6197
RIMKLB	-0.9815
HIST1H4F	-0.925
C15orf41	-0.955
CECR2	-0.8511
B0QY85	-0.9897
NT5DC2	-0.9897
H9NIM3	-0.9459
PKDCC	-0.9902
SRARP	-0.8941
GLIPR2	-0.934
NT5C1A	-0.9712
STK32A	-0.9944
CCDC152	-0.9341
URF-RET	-0.9918
Q53G71	-0.9944
Q59F66	-0.9944
Q59FJ7	-0.9649
Q59GL9	-0.9085
KLHDC10	-0.9778
MAP3K15	-0.9918
ZNF843	-0.9713
C12ORF76	-0.9761
DUS3L	-0.9944
Q9BV07	-0.9944
KLHL31	-0.9944
SLITRK6	-0.9175
C19ORF44	-0.9787
WDR70	-0.9944
ZNF236	-0.8922
TMEM184A	-0.9726
RBM38	-0.9249
ZNF22	-0.5533
ZNF56	-0.8186
ZNF626	-0.8186
ZNF66	-0.8186
ZNF723	-0.8186
CYP3A5	-0.331
DHRS7	-0.8824
SPTY2D1	-0.837
DHX33	-0.7228
LARS1	-0.5561
BPY2	-0.8155
BPY2B	-0.982
BPY2C	-0.8155
TAT	-0.982
NBPF14	-0.982
B3KPL7	-0.982
J3KNQ4	-0.9674
PRAG1	-0.8704
CCDC170	-0.9807
CNPPD1	-0.9921
MCCD1	-0.3878
TECPR1	-0.7835
PANX1	-0.3872
SFXN5	-0.8219
CTDSPL2	-0.4359
CKMT1A	-0.3257
CKMT1B	-0.4972
UROC1	-0.8889
SLC6A6	-0.974
F8W6J9	-0.9473
ANKRD22	-0.9574
RHEX	-0.7419
RD3	-0.8737
SASS6	-0.7346
WRAP73	-0.8683
C2orf65	-0.9823
RAX2	-0.9823
PNMA6A	-0.6964
MMTAG2	-0.8306
PHTF1	-0.9785
PGBD3	-0.8667
ACADS	-0.9835
LLPH	-0.5273
TKTL2	-0.9867
ZNF167	-0.6708
ZNF	-0.8737
Q96HZ8	-0.9867
AMELX	-0.9392
AMELY	-0.9368
MKRN2	-0.7568
CHURC1	-0.9068
SPG11	-0.96
DLX6	-0.9822
DMRTA2	-0.993
DUOXA1	-0.993
FOXD1	-0.6446
LHX5	-0.9848
MNX1	-0.9285
NEUROG2	-0.929
PHOX2B	-0.993
POU4F3	-0.7189
SP9	-0.993
ZIC4	-0.6597
ATP13A2	-0.5688
DXO	-0.8082
UBXN10	-0.6497
CYP26A1	-0.7623
CYP26B1	-0.7623
CYP26C1	-0.7623
TSHZ1	-0.9844
DNAJB8	-0.886
RSPH9	-0.9636
DKFZP434K0926	-0.5996
WDR26	-0.188
PSG4	-0.3333
NAA30	-0.7012
DRG2	-0.5276
GP2	-0.4509
MYCBPAP	-0.8774
ADAMTS8	-0.9944
ADGRG1	-0.973
GBX1	-0.9944
P3H3	-0.6447
RERG	-0.9944
MYCL2	-0.992
B1ANN6	-0.992
CC2D1B	-0.9624
MEIKIN	-0.9959
TPPP2	-0.989
TPPP3	-0.9959
C19orf60	-0.9954
C18orf45	-0.9954
LRRN4	-0.8258
KIAA0415	-0.9954
C18orf56	-0.9954
ZBBX	-0.9954
FOXD4	-0.5805
ODAPH	-0.9613
ZNF491	-0.8878
FAM120AOS	-0.9954
NPEPL1	-0.9701
KIAA0040	-0.9537
DCANP1	-0.9219
A6NN06	-0.9954
B4DP29	-0.9954
AP5Z1	-0.5625
MTGR1	-0.9783
TMEM241	-0.9733
Q5BKY6	-0.9201
HZF16	-0.9954
B3GNT9	-0.9954
C18ORF45	-0.9904
Q8WUP8	-0.9954
PARP11	-0.662
DISP3	-0.7123
A0A384ME25	-0.8775
CCDC42	-0.951
MTHFS	-0.9733
Q49AH4	-0.9733
NRBP2	-0.9733
Q53HE2	-0.915
RSPH6A	-0.9496
C11ORF53	-0.9608
C5orf13	-0.9429
CNTN3	-0.9436
CNTN5	-0.9436
CCDC158	-0.3846
B2R7W0	-0.9459
LACTB2	-0.9398
GNPNAT1	-0.7213
ESCO1	-0.8994
ACMSD	-0.937
PNPLA4	-0.9677
ENTHD1	-0.9828
PLAC9	-0.6733
TOMM70	-0.4106
Q59GB8	-0.9828
RETREG1	-0.9497
BORCS5	-0.7523
RPS26P11	-0.9212
PRRG1	-0.8759
Q8N1K8	-0.8461
ABCD3	-0.2763
ABCD1	-0.2364
PEX11A	-0.5603
SLC25A17	-0.8684
PXMP4	-0.8663
NAT8L	-0.9608
ACBD5	-0.7706
ATAD1	-0.8663
GDAP1	-0.3747
PXMP2	-0.8664
SEMA4A	-0.5321
SEMA6B	-0.7277
SEMA6C	-0.7247
RSC1A1	-0.3127
B4DRS2	-0.9115
ARMC5	-0.8026
FCRL5	-0.8468
C16orf59	-0.9701
TMEM131	-0.9712
ATG4A	-0.7008
BSDC1	-0.8399
ATG4B	-0.4866
ATG4C	-0.7803
UBA5	-0.5855
TRIM45	-0.7542
NUDT15	-0.5858
B7Z2A4	-0.9857
Q8IZP5	-0.9857
IRGQ	-0.9296
TECPR2	-0.9303
TMEM161A	-0.954
ZDHHC12	-0.9868
HCCS	-0.4659
FAM134A	-0.96
Q5VYC3	-0.967
EMS1	-0.806
RETREG2	-0.9033
DKFZP434D1428	-0.9877
PPM1H	-0.6571
C14orf166	-0.8333
GNL1	-0.8306
HEL-S-272	-0.9167
LRCH2	-0.9762
LRRC36	-0.9762
BORCS8	-0.6857
Q4VXQ5	-0.9762
C10ORF82	-0.9762
Q96MC8	-0.9762
C15ORF39	-0.9813
EVX1	-0.9918
GBX2	-0.9918
ONECUT2	-0.9918
GPATCH4	-0.9403
AGBL2	-0.9753
A8KAG1	-0.9945
AKR7A2	-0.453
ZXDA	-0.8673
C14orf39	-0.7536
A8K1V4	-0.9556
B7Z7E0	-0.9556
CDHR3	-0.5764
CRB2	-0.6075
NUDT16	-0.9821
HIST1H2AE	-0.8889
FAM111B	-0.9753
ROGDI	-0.928
Q5W1B6	-0.9937
Q8N6E1	-0.9937
CYP2J2	-0.9381
DKFZP781L0540	-0.9913
STAU2	-0.9528
SPEF1	-0.9252
HEBP2	-0.8981
MPP4	-0.7888
CERK	-0.6665
LRRC6	-0.4217
BOD1	-0.9839
CCDC25	-0.9303
RAB28	-0.703
MIDN	-0.7203
RPE	-0.9711
C9J1E8	-0.9887
ARL14EP	-0.6455
TRPM5	-0.8824
TEX13B	-0.7836
TTC12	-0.8521
SHFM1	-0.9256
SPANXA1	-0.7427
LSM14A	-0.8613
PRMT9	-0.99
AMER3	-0.9599
Q5T2B4	-0.995
CLDND1	-0.5616
AP1AR	-0.9006
KDF1	-0.9195
FAM104B	-0.9733
D3YTE0	-0.9886
NAT1	-0.9655
RIMBP2	-0.9523
DHX57	-0.5523
NAA25	-0.6571
NARG1	-0.6571
NARG1L	-0.6571
TAGLN2	-0.7844
DHTKD1	-0.4749
NPAS3	-0.7285
KIAA1984	-0.985
ALS2CR8	-0.9697
IGSF9	-0.7334
O00334	-0.2549
Q5T6L7	-0.9118
ALR	-0.9574
CXorf40A	-0.9091
DHODH	-0.8091
MT1E	-0.2283
MT1H	-0.1162
MT1L	-0.2056
MT1M	-0.2417
TRMT61B	-0.6907
F5GZT1	-0.9223
C14ORF166	-0.9904
Q59EY7	-0.9904
DKFZP686E10210	-0.9799
HHIPL1	-0.9467
C5ORF24	-0.9865
SLC22A23	-0.466
CCDC69	-0.769
FAM171A2	-0.9848
C1ORF105	-0.9945
PRR10	-0.9945
PCOTH	-0.9945
RUSC1-AS1	-0.9945
Q7KZQ1	-0.9945
DGLUCY	-0.9945
Q8N779	-0.9806
KIRREL3-AS3	-0.9945
C9ORF106	-0.9432
URB1-AS1	-0.9699
FAM218A	-0.9689
PRELID3A	-0.8769
MUM1	-0.9175
Q9H8E5	-0.9945
Q9HAA0	-0.9945
CHCHD10	-0.6458
CHCHD5	-0.7225
COX19	-0.7091
PARP16	-0.8265
ARMC4	-0.9692
DDT	-0.6587
Q9NWG3	-0.8723
ZNF213	-0.7606
KCTD21	-0.4256
C6orf141	-0.9714
BTN1A1	-0.2363
BTN3A1	-0.9714
PI3	-0.108
RPTN	-0.1667
SPRR2B	-0.4556
SPRR2E	-0.4556
SPRR2F	-0.4556
SPRR2G	-0.4556
TCHH	-0.1667
THSD7B	-0.3945
LRP10	-0.2556
GTPBP10	-0.9585
PUS10	-0.6083
ARMC9	-0.872
TP53I13	-0.8148
ADPRH	-0.9358
PAGE2	-0.94
ANKMY2	-0.709
RBKS	-0.9674
TMUB1	-0.7018
UBXN8	-0.8454
STARD9	-0.6679
SERPINB10	-0.9592
EPR1	-0.9074
MMRN1	-0.9623
PREP	-0.7542
FETUB	-0.8605
TARS1	-0.355
ACE2	-0.8702
ENPEP	-0.8792
AOPEP	-0.9789
CPA3	-0.922
CTRB2	-0.4075
TCN1	-0.3654
SPINK1	-0.3583
CELA2A	-0.5759
CELA3B	-0.8644
ZFAND4	-0.9747
NUDT12	-0.9091
SGCB	-0.1641
CDY1	-0.3447
RENBP	-0.5639
GGACT	-0.653
G8JLB4	-0.9333
OPLAH	-0.4836
KLHL33	-0.9832
SSBP1	-0.438
Q59GD3	-0.9832
MST075	-0.9362
KLHDC8A	-0.9724
CFAP52	-0.9101
KLHL34	-0.9699
KLHL36	-0.9806
KLHDC1	-0.9724
Q8TA90	-0.8054
KLHL29	-0.9806
KLHL4	-0.9188
DKFZP762F2011	-0.9508
Q9NW71	-0.9832
BROX	-0.9312
TM9SF1	-0.2995
B4DY66	-0.931
ABCC10	-0.9934
DMAC1	-0.9934
IMMP2L	-0.3268
SDF2	-0.9934
TSEN34	-0.7589
KBTBD10	-0.728
LEPRE1	-0.9778
ESYT2	-0.1783
FKBP10	-0.9114
DKFZP686P1551	-0.8858
DERA	-0.6303
Q8IWP3	-0.9401
KIAA1715	-0.9574
CA1	-0.8141
CERS1	-0.9929
CFAP298	-0.9929
KDSR	-0.3739
SUSD4	-0.9832
NAXE	-0.9929
METTL2A	-0.5929
MBOAT7	-0.9502
FAM49B	-0.9735
DNAJC28	-0.974
CSRP2BP	-0.7407
RPL26L1	-0.7976
LMF1	-0.7512
B7Z563	-0.5727
ND2	-0.9886
D2HGDH	-0.9886
PDXP	-0.9886
CLMN	-0.95
JPT1	-0.8623
RBFOX3	-0.9872
RBM27	-0.9502
RBMXL1	-0.9872
DKFZP686G18222	-0.9955
SLC16A9	-0.911
PLPPR4	-0.5902
LPPR4	-0.9215
PAIP2B	-0.9912
ART4	-0.9639
AGPAT1	-0.5476
EIF3S8	-0.6976
EIF3S9	-0.6638
ELOVL7	-0.4408
OBI1	-0.9302
CCDC43	-0.9083
C19orf43	-0.9908
TRIR	-0.9908
MBNL2	-0.8077
Q9H3J7	-0.9908
KIAA0907	-0.9928
ZRSR2P1	-0.7037
HBQ1	-0.2207
HBM	-0.6376
HBD	-0.5893
HBE1	-0.5893
HRC	-0.4261
SAMD9	-0.9167
SAMD9L	-0.9167
SLC35A5	-0.7432
